"County","State","State_FIPS","County_FIPS","Category","Percent_Change_Mortality_Rate_1980_2014"
"Benton County"," Missouri","29","015","Cardiovascular diseases",-42.79
"Bollinger County"," Missouri","29","017","Cardiovascular diseases",-37.01
"Boone County"," Missouri","29","019","Cardiovascular diseases",-42.93
"Buchanan County"," Missouri","29","021","Cardiovascular diseases",-39.73
"Butler County"," Missouri","29","023","Cardiovascular diseases",-39.97
"Caldwell County"," Missouri","29","025","Cardiovascular diseases",-44.08
"Callaway County"," Missouri","29","027","Cardiovascular diseases",-36.12
"Camden County"," Missouri","29","029","Cardiovascular diseases",-38.67
"Cape Girardeau County"," Missouri","29","031","Cardiovascular diseases",-38.16
"Carroll County"," Missouri","29","033","Cardiovascular diseases",-29.4
"Carter County"," Missouri","29","035","Cardiovascular diseases",-32.87
"Cass County"," Missouri","29","037","Cardiovascular diseases",-49.65
"Cedar County"," Missouri","29","039","Cardiovascular diseases",-34.9
"Chariton County"," Missouri","29","041","Cardiovascular diseases",-41.07
"Christian County"," Missouri","29","043","Cardiovascular diseases",-42.45
"Clark County"," Missouri","29","045","Cardiovascular diseases",-39.75
"Clay County"," Missouri","29","047","Cardiovascular diseases",-54.67
"Clinton County"," Missouri","29","049","Cardiovascular diseases",-42.77
"Cole County"," Missouri","29","051","Cardiovascular diseases",-43.41
"Cooper County"," Missouri","29","053","Cardiovascular diseases",-31.51
"Crawford County"," Missouri","29","055","Cardiovascular diseases",-16.83
"Dade County"," Missouri","29","057","Cardiovascular diseases",-37.02
"Dallas County"," Missouri","29","059","Cardiovascular diseases",-41.96
"Daviess County"," Missouri","29","061","Cardiovascular diseases",-37.42
"DeKalb County"," Missouri","29","063","Cardiovascular diseases",-39.22
"Dent County"," Missouri","29","065","Cardiovascular diseases",-31.27
"Douglas County"," Missouri","29","067","Cardiovascular diseases",-39.33
"Dunklin County"," Missouri","29","069","Cardiovascular diseases",-23.31
"Franklin County"," Missouri","29","071","Cardiovascular diseases",-43.88
"Gasconade County"," Missouri","29","073","Cardiovascular diseases",-35.61
"Gentry County"," Missouri","29","075","Cardiovascular diseases",-35.42
"Greene County"," Missouri","29","077","Cardiovascular diseases",-38.83
"Grundy County"," Missouri","29","079","Cardiovascular diseases",-41.77
"Harrison County"," Missouri","29","081","Cardiovascular diseases",-37.14
"Henry County"," Missouri","29","083","Cardiovascular diseases",-34.47
"Hickory County"," Missouri","29","085","Cardiovascular diseases",-36.42
"Holt County"," Missouri","29","087","Cardiovascular diseases",-46.08
"Howard County"," Missouri","29","089","Cardiovascular diseases",-34.45
"Howell County"," Missouri","29","091","Cardiovascular diseases",-34.95
"Iron County"," Missouri","29","093","Cardiovascular diseases",-18.08
"Jackson County"," Missouri","29","095","Cardiovascular diseases",-48.63
"Jasper County"," Missouri","29","097","Cardiovascular diseases",-30.45
"Jefferson County"," Missouri","29","099","Cardiovascular diseases",-35.53
"Johnson County"," Missouri","29","101","Cardiovascular diseases",-35.29
"Knox County"," Missouri","29","103","Cardiovascular diseases",-38.59
"Laclede County"," Missouri","29","105","Cardiovascular diseases",-28.51
"Lafayette County"," Missouri","29","107","Cardiovascular diseases",-37.54
"Lawrence County"," Missouri","29","109","Cardiovascular diseases",-36.35
"Lewis County"," Missouri","29","111","Cardiovascular diseases",-29.38
"Lincoln County"," Missouri","29","113","Cardiovascular diseases",-42.54
"Linn County"," Missouri","29","115","Cardiovascular diseases",-34.68
"Livingston County"," Missouri","29","117","Cardiovascular diseases",-33.32
"Macon County"," Missouri","29","121","Cardiovascular diseases",-34.56
"Madison County"," Missouri","29","123","Cardiovascular diseases",-32.44
"Maries County"," Missouri","29","125","Cardiovascular diseases",-34.08
"Marion County"," Missouri","29","127","Cardiovascular diseases",-33.58
"McDonald County"," Missouri","29","119","Cardiovascular diseases",-35.82
"Mercer County"," Missouri","29","129","Cardiovascular diseases",-42.73
"Miller County"," Missouri","29","131","Cardiovascular diseases",-30.01
"Mississippi County"," Missouri","29","133","Cardiovascular diseases",-29.05
"Moniteau County"," Missouri","29","135","Cardiovascular diseases",-42.25
"Monroe County"," Missouri","29","137","Cardiovascular diseases",-34.68
"Montgomery County"," Missouri","29","139","Cardiovascular diseases",-35.68
"Morgan County"," Missouri","29","141","Cardiovascular diseases",-29.55
"New Madrid County"," Missouri","29","143","Cardiovascular diseases",-30.38
"Newton County"," Missouri","29","145","Cardiovascular diseases",-31.91
"Nodaway County"," Missouri","29","147","Cardiovascular diseases",-39.91
"Oregon County"," Missouri","29","149","Cardiovascular diseases",-32.85
"Osage County"," Missouri","29","151","Cardiovascular diseases",-41.28
"Ozark County"," Missouri","29","153","Cardiovascular diseases",-31.7
"Pemiscot County"," Missouri","29","155","Cardiovascular diseases",-27.95
"Perry County"," Missouri","29","157","Cardiovascular diseases",-41.4
"Pettis County"," Missouri","29","159","Cardiovascular diseases",-47.55
"Phelps County"," Missouri","29","161","Cardiovascular diseases",-42.33
"Pike County"," Missouri","29","163","Cardiovascular diseases",-38.05
"Platte County"," Missouri","29","165","Cardiovascular diseases",-54.11
"Polk County"," Missouri","29","167","Cardiovascular diseases",-40.54
"Pulaski County"," Missouri","29","169","Cardiovascular diseases",-34.08
"Putnam County"," Missouri","29","171","Cardiovascular diseases",-45.92
"Ralls County"," Missouri","29","173","Cardiovascular diseases",-46.81
"Randolph County"," Missouri","29","175","Cardiovascular diseases",-29.64
"Ray County"," Missouri","29","177","Cardiovascular diseases",-37.64
"Reynolds County"," Missouri","29","179","Cardiovascular diseases",-38.24
"Ripley County"," Missouri","29","181","Cardiovascular diseases",-28.35
"Saint Charles County"," Missouri","29","183","Cardiovascular diseases",-55.27
"Saint Clair County"," Missouri","29","185","Cardiovascular diseases",-31.83
"Saint Francois County"," Missouri","29","187","Cardiovascular diseases",-35.43
"Saint Louis City"," Missouri","29","510","Cardiovascular diseases",-46.55
"Saint Louis County"," Missouri","29","189","Cardiovascular diseases",-45.67
"Sainte Genevieve County"," Missouri","29","186","Cardiovascular diseases",-35.12
"Saline County"," Missouri","29","195","Cardiovascular diseases",-34.89
"Schuyler County"," Missouri","29","197","Cardiovascular diseases",-49.54
"Scotland County"," Missouri","29","199","Cardiovascular diseases",-47.95
"Scott County"," Missouri","29","201","Cardiovascular diseases",-42.59
"Shannon County"," Missouri","29","203","Cardiovascular diseases",-36.1
"Shelby County"," Missouri","29","205","Cardiovascular diseases",-25.15
"Stoddard County"," Missouri","29","207","Cardiovascular diseases",-46.73
"Stone County"," Missouri","29","209","Cardiovascular diseases",-35.71
"Sullivan County"," Missouri","29","211","Cardiovascular diseases",-40.08
"Taney County"," Missouri","29","213","Cardiovascular diseases",-35.67
"Texas County"," Missouri","29","215","Cardiovascular diseases",-38.91
"Vernon County"," Missouri","29","217","Cardiovascular diseases",-26.88
"Warren County"," Missouri","29","219","Cardiovascular diseases",-48.14
"Washington County"," Missouri","29","221","Cardiovascular diseases",-19.34
"Wayne County"," Missouri","29","223","Cardiovascular diseases",-39.15
"Webster County"," Missouri","29","225","Cardiovascular diseases",-38.95
"Worth County"," Missouri","29","227","Cardiovascular diseases",-41.91
"Wright County"," Missouri","29","229","Cardiovascular diseases",-26.94
"Beaverhead County"," Montana","30","001","Cardiovascular diseases",-56.61
"Big Horn County"," Montana","30","003","Cardiovascular diseases",-42.1
"Blaine County"," Montana","30","005","Cardiovascular diseases",-43.96
"Broadwater County"," Montana","30","007","Cardiovascular diseases",-50.04
"Carbon County"," Montana","30","009","Cardiovascular diseases",-54.86
"Carter County"," Montana","30","011","Cardiovascular diseases",-47.35
"Cascade County"," Montana","30","013","Cardiovascular diseases",-50.96
"Chouteau County"," Montana","30","015","Cardiovascular diseases",-46.4
"Custer County"," Montana","30","017","Cardiovascular diseases",-48.3
"Daniels County"," Montana","30","019","Cardiovascular diseases",-53.33
"Dawson County"," Montana","30","021","Cardiovascular diseases",-42.15
"Deer Lodge County"," Montana","30","023","Cardiovascular diseases",-53.91
"Fallon County"," Montana","30","025","Cardiovascular diseases",-48.61
"Fergus County"," Montana","30","027","Cardiovascular diseases",-45.16
"Flathead County"," Montana","30","029","Cardiovascular diseases",-41.1
"Gallatin County"," Montana","30","031","Cardiovascular diseases",-49.32
"Garfield County"," Montana","30","033","Cardiovascular diseases",-51.17
"Glacier County"," Montana","30","035","Cardiovascular diseases",-34.62
"Golden Valley County"," Montana","30","037","Cardiovascular diseases",-50.94
"Granite County"," Montana","30","039","Cardiovascular diseases",-57.29
"Hill County"," Montana","30","041","Cardiovascular diseases",-32.27
"Jefferson County"," Montana","30","043","Cardiovascular diseases",-51.82
"Judith Basin County"," Montana","30","045","Cardiovascular diseases",-49.63
"Lake County"," Montana","30","047","Cardiovascular diseases",-48.05
"Lewis and Clark County"," Montana","30","049","Cardiovascular diseases",-48.41
"Liberty County"," Montana","30","051","Cardiovascular diseases",-57.65
"Lincoln County"," Montana","30","053","Cardiovascular diseases",-42.2
"Madison County"," Montana","30","057","Cardiovascular diseases",-55.06
"McCone County"," Montana","30","055","Cardiovascular diseases",-44.4
"Meagher County"," Montana","30","059","Cardiovascular diseases",-48.5
"Mineral County"," Montana","30","061","Cardiovascular diseases",-47.52
"Missoula County"," Montana","30","063","Cardiovascular diseases",-42.4
"Musselshell County"," Montana","30","065","Cardiovascular diseases",-31.83
"Park County"," Montana","30","067","Cardiovascular diseases",-56.91
"Petroleum County"," Montana","30","069","Cardiovascular diseases",-55.84
"Phillips County"," Montana","30","071","Cardiovascular diseases",-52.55
"Pondera County"," Montana","30","073","Cardiovascular diseases",-48.17
"Powder River County"," Montana","30","075","Cardiovascular diseases",-45.2
"Powell County"," Montana","30","077","Cardiovascular diseases",-48.19
"Prairie County"," Montana","30","079","Cardiovascular diseases",-44.97
"Ravalli County"," Montana","30","081","Cardiovascular diseases",-51.19
"Richland County"," Montana","30","083","Cardiovascular diseases",-38.47
"Roosevelt County"," Montana","30","085","Cardiovascular diseases",-29.1
"Rosebud County"," Montana","30","087","Cardiovascular diseases",-43.73
"Sanders County"," Montana","30","089","Cardiovascular diseases",-42.11
"Sheridan County"," Montana","30","091","Cardiovascular diseases",-31.66
"Silver Bow County"," Montana","30","093","Cardiovascular diseases",-45.07
"Stillwater County"," Montana","30","095","Cardiovascular diseases",-47.2
"Sweet Grass County"," Montana","30","097","Cardiovascular diseases",-51.68
"Teton County"," Montana","30","099","Cardiovascular diseases",-44.52
"Toole County"," Montana","30","101","Cardiovascular diseases",-37.9
"Treasure County"," Montana","30","103","Cardiovascular diseases",-42.55
"Valley County"," Montana","30","105","Cardiovascular diseases",-46.65
"Wheatland County"," Montana","30","107","Cardiovascular diseases",-44.44
"Wibaux County"," Montana","30","109","Cardiovascular diseases",-48.89
"Yellowstone County"," Montana","30","111","Cardiovascular diseases",-38.21
"Adams County"," Nebraska","31","001","Cardiovascular diseases",-41.45
"Antelope County"," Nebraska","31","003","Cardiovascular diseases",-50.39
"Arthur County"," Nebraska","31","005","Cardiovascular diseases",-61.13
"Banner County"," Nebraska","31","007","Cardiovascular diseases",-51.06
"Blaine County"," Nebraska","31","009","Cardiovascular diseases",-52.55
"Boone County"," Nebraska","31","011","Cardiovascular diseases",-55.64
"Box Butte County"," Nebraska","31","013","Cardiovascular diseases",-37.9
"Boyd County"," Nebraska","31","015","Cardiovascular diseases",-40.66
"Brown County"," Nebraska","31","017","Cardiovascular diseases",-54.48
"Buffalo County"," Nebraska","31","019","Cardiovascular diseases",-48.98
"Burt County"," Nebraska","31","021","Cardiovascular diseases",-50.47
"Butler County"," Nebraska","31","023","Cardiovascular diseases",-44.63
"Cass County"," Nebraska","31","025","Cardiovascular diseases",-53.59
"Cedar County"," Nebraska","31","027","Cardiovascular diseases",-52.64
"Chase County"," Nebraska","31","029","Cardiovascular diseases",-43.63
"Cherry County"," Nebraska","31","031","Cardiovascular diseases",-51.19
"Cheyenne County"," Nebraska","31","033","Cardiovascular diseases",-49.69
"Clay County"," Nebraska","31","035","Cardiovascular diseases",-44.67
"Colfax County"," Nebraska","31","037","Cardiovascular diseases",-49.72
"Cuming County"," Nebraska","31","039","Cardiovascular diseases",-43.52
"Custer County"," Nebraska","31","041","Cardiovascular diseases",-41.19
"Dakota County"," Nebraska","31","043","Cardiovascular diseases",-50.28
"Dawes County"," Nebraska","31","045","Cardiovascular diseases",-46.04
"Dawson County"," Nebraska","31","047","Cardiovascular diseases",-50.18
"Deuel County"," Nebraska","31","049","Cardiovascular diseases",-50.71
"Dixon County"," Nebraska","31","051","Cardiovascular diseases",-44.05
"Dodge County"," Nebraska","31","053","Cardiovascular diseases",-51.55
"Douglas County"," Nebraska","31","055","Cardiovascular diseases",-54.03
"Dundy County"," Nebraska","31","057","Cardiovascular diseases",-46.82
"Fillmore County"," Nebraska","31","059","Cardiovascular diseases",-44.99
"Franklin County"," Nebraska","31","061","Cardiovascular diseases",-40.24
"Frontier County"," Nebraska","31","063","Cardiovascular diseases",-57.13
"Furnas County"," Nebraska","31","065","Cardiovascular diseases",-42.82
"Gage County"," Nebraska","31","067","Cardiovascular diseases",-50.58
"Garden County"," Nebraska","31","069","Cardiovascular diseases",-47.06
"Garfield County"," Nebraska","31","071","Cardiovascular diseases",-47.66
"Gosper County"," Nebraska","31","073","Cardiovascular diseases",-54.05
"Grant County"," Nebraska","31","075","Cardiovascular diseases",-56.58
"Greeley County"," Nebraska","31","077","Cardiovascular diseases",-57.63
"Hall County"," Nebraska","31","079","Cardiovascular diseases",-55.91
"Hamilton County"," Nebraska","31","081","Cardiovascular diseases",-52.67
"Harlan County"," Nebraska","31","083","Cardiovascular diseases",-38.45
"Hayes County"," Nebraska","31","085","Cardiovascular diseases",-56.64
"Hitchcock County"," Nebraska","31","087","Cardiovascular diseases",-47.01
"Holt County"," Nebraska","31","089","Cardiovascular diseases",-47.67
"Hooker County"," Nebraska","31","091","Cardiovascular diseases",-46.1
"Howard County"," Nebraska","31","093","Cardiovascular diseases",-53.13
"Jefferson County"," Nebraska","31","095","Cardiovascular diseases",-36.57
"Johnson County"," Nebraska","31","097","Cardiovascular diseases",-45.77
"Kearney County"," Nebraska","31","099","Cardiovascular diseases",-40.91
"Keith County"," Nebraska","31","101","Cardiovascular diseases",-52.37
"Keya Paha County"," Nebraska","31","103","Cardiovascular diseases",-52.67
"Kimball County"," Nebraska","31","105","Cardiovascular diseases",-44.7
"Knox County"," Nebraska","31","107","Cardiovascular diseases",-42.25
"Lancaster County"," Nebraska","31","109","Cardiovascular diseases",-52.02
"Lincoln County"," Nebraska","31","111","Cardiovascular diseases",-52.12
"Logan County"," Nebraska","31","113","Cardiovascular diseases",-50.38
"Loup County"," Nebraska","31","115","Cardiovascular diseases",-53.01
"Madison County"," Nebraska","31","119","Cardiovascular diseases",-46.45
"McPherson County"," Nebraska","31","117","Cardiovascular diseases",-59.73
"Merrick County"," Nebraska","31","121","Cardiovascular diseases",-48.5
"Morrill County"," Nebraska","31","123","Cardiovascular diseases",-43.87
"Nance County"," Nebraska","31","125","Cardiovascular diseases",-55.6
"Nemaha County"," Nebraska","31","127","Cardiovascular diseases",-52.59
"Nuckolls County"," Nebraska","31","129","Cardiovascular diseases",-44.05
"Otoe County"," Nebraska","31","131","Cardiovascular diseases",-49.05
"Pawnee County"," Nebraska","31","133","Cardiovascular diseases",-43.47
"Perkins County"," Nebraska","31","135","Cardiovascular diseases",-46.39
"Phelps County"," Nebraska","31","137","Cardiovascular diseases",-47.91
"Pierce County"," Nebraska","31","139","Cardiovascular diseases",-44.7
"Platte County"," Nebraska","31","141","Cardiovascular diseases",-52.12
"Polk County"," Nebraska","31","143","Cardiovascular diseases",-40.62
"Red Willow County"," Nebraska","31","145","Cardiovascular diseases",-52.38
"Richardson County"," Nebraska","31","147","Cardiovascular diseases",-45.14
"Rock County"," Nebraska","31","149","Cardiovascular diseases",-43.32
"Saline County"," Nebraska","31","151","Cardiovascular diseases",-40.15
"Sarpy County"," Nebraska","31","153","Cardiovascular diseases",-59.08
"Saunders County"," Nebraska","31","155","Cardiovascular diseases",-54.75
"Scotts Bluff County"," Nebraska","31","157","Cardiovascular diseases",-34.19
"Seward County"," Nebraska","31","159","Cardiovascular diseases",-43.61
"Sheridan County"," Nebraska","31","161","Cardiovascular diseases",-41.44
"Sherman County"," Nebraska","31","163","Cardiovascular diseases",-55.01
"Sioux County"," Nebraska","31","165","Cardiovascular diseases",-57.31
"Stanton County"," Nebraska","31","167","Cardiovascular diseases",-58.04
"Thayer County"," Nebraska","31","169","Cardiovascular diseases",-39.63
"Thomas County"," Nebraska","31","171","Cardiovascular diseases",-47.72
"Thurston County"," Nebraska","31","173","Cardiovascular diseases",-45.24
"Valley County"," Nebraska","31","175","Cardiovascular diseases",-48.33
"Washington County"," Nebraska","31","177","Cardiovascular diseases",-56.85
"Wayne County"," Nebraska","31","179","Cardiovascular diseases",-54.74
"Webster County"," Nebraska","31","181","Cardiovascular diseases",-41.27
"Wheeler County"," Nebraska","31","183","Cardiovascular diseases",-52.63
"York County"," Nebraska","31","185","Cardiovascular diseases",-46.21
"Carson City"," Nevada","32","510","Cardiovascular diseases",-35.34
"Churchill County"," Nevada","32","001","Cardiovascular diseases",-40.64
"Clark County"," Nevada","32","003","Cardiovascular diseases",-52.72
"Douglas County"," Nevada","32","005","Cardiovascular diseases",-49.68
"Elko County"," Nevada","32","007","Cardiovascular diseases",-49.57
"Esmeralda County"," Nevada","32","009","Cardiovascular diseases",-29.2
"Eureka County"," Nevada","32","011","Cardiovascular diseases",-43.24
"Humboldt County"," Nevada","32","013","Cardiovascular diseases",-46.91
"Lander County"," Nevada","32","015","Cardiovascular diseases",-44.81
"Lincoln County"," Nevada","32","017","Cardiovascular diseases",-41.88
"Lyon County"," Nevada","32","019","Cardiovascular diseases",-41.24
"Mineral County"," Nevada","32","021","Cardiovascular diseases",-29.74
"Nye County"," Nevada","32","023","Cardiovascular diseases",-19.85
"Pershing County"," Nevada","32","027","Cardiovascular diseases",-46.53
"Storey County"," Nevada","32","029","Cardiovascular diseases",-57.85
"Washoe County"," Nevada","32","031","Cardiovascular diseases",-39.34
"White Pine County"," Nevada","32","033","Cardiovascular diseases",-46.75
"Belknap County"," New Hampshire","33","001","Cardiovascular diseases",-52.14
"Carroll County"," New Hampshire","33","003","Cardiovascular diseases",-59.98
"Cheshire County"," New Hampshire","33","005","Cardiovascular diseases",-50.3
"Coos County"," New Hampshire","33","007","Cardiovascular diseases",-41.78
"Grafton County"," New Hampshire","33","009","Cardiovascular diseases",-49.43
"Hillsborough County"," New Hampshire","33","011","Cardiovascular diseases",-55.15
"Merrimack County"," New Hampshire","33","013","Cardiovascular diseases",-48.67
"Rockingham County"," New Hampshire","33","015","Cardiovascular diseases",-53.43
"Strafford County"," New Hampshire","33","017","Cardiovascular diseases",-55.31
"Sullivan County"," New Hampshire","33","019","Cardiovascular diseases",-45.54
"Atlantic County"," New Jersey","34","001","Cardiovascular diseases",-54.08
"Bergen County"," New Jersey","34","003","Cardiovascular diseases",-59.37
"Burlington County"," New Jersey","34","005","Cardiovascular diseases",-53.96
"Camden County"," New Jersey","34","007","Cardiovascular diseases",-54.07
"Cape May County"," New Jersey","34","009","Cardiovascular diseases",-50.83
"Cumberland County"," New Jersey","34","011","Cardiovascular diseases",-45.46
"Essex County"," New Jersey","34","013","Cardiovascular diseases",-53.6
"Gloucester County"," New Jersey","34","015","Cardiovascular diseases",-52.73
"Hudson County"," New Jersey","34","017","Cardiovascular diseases",-61.95
"Hunterdon County"," New Jersey","34","019","Cardiovascular diseases",-60.93
"Mercer County"," New Jersey","34","021","Cardiovascular diseases",-55.88
"Middlesex County"," New Jersey","34","023","Cardiovascular diseases",-58.14
"Monmouth County"," New Jersey","34","025","Cardiovascular diseases",-53.58
"Morris County"," New Jersey","34","027","Cardiovascular diseases",-52.65
"Ocean County"," New Jersey","34","029","Cardiovascular diseases",-44.39
"Passaic County"," New Jersey","34","031","Cardiovascular diseases",-53.68
"Salem County"," New Jersey","34","033","Cardiovascular diseases",-45.62
"Somerset County"," New Jersey","34","035","Cardiovascular diseases",-56.74
"Sussex County"," New Jersey","34","037","Cardiovascular diseases",-50.7
"Union County"," New Jersey","34","039","Cardiovascular diseases",-53.17
"Warren County"," New Jersey","34","041","Cardiovascular diseases",-55.19
"Bernalillo County"," New Mexico","35","001","Cardiovascular diseases",-39.86
"Catron County"," New Mexico","35","003","Cardiovascular diseases",-44.75
"Chaves County"," New Mexico","35","005","Cardiovascular diseases",-31.82
"Cibola County"," New Mexico","35","006","Cardiovascular diseases",-38.93
"Colfax County"," New Mexico","35","007","Cardiovascular diseases",-33.99
"Curry County"," New Mexico","35","009","Cardiovascular diseases",-33.63
"De Baca County"," New Mexico","35","011","Cardiovascular diseases",-40.45
"Dona Ana County"," New Mexico","35","013","Cardiovascular diseases",-45.8
"Eddy County"," New Mexico","35","015","Cardiovascular diseases",-27.51
"Grant County"," New Mexico","35","017","Cardiovascular diseases",-37.92
"Guadalupe County"," New Mexico","35","019","Cardiovascular diseases",-43.93
"Harding County"," New Mexico","35","021","Cardiovascular diseases",-52.27
"Hidalgo County"," New Mexico","35","023","Cardiovascular diseases",-38.85
"Lea County"," New Mexico","35","025","Cardiovascular diseases",-32.9
"Lincoln County"," New Mexico","35","027","Cardiovascular diseases",-50.9
"Los Alamos County"," New Mexico","35","028","Cardiovascular diseases",-47.21
"Luna County"," New Mexico","35","029","Cardiovascular diseases",-32.81
"McKinley County"," New Mexico","35","031","Cardiovascular diseases",-40.78
"Mora County"," New Mexico","35","033","Cardiovascular diseases",-43.29
"Otero County"," New Mexico","35","035","Cardiovascular diseases",-43.73
"Quay County"," New Mexico","35","037","Cardiovascular diseases",-40.79
"Rio Arriba County"," New Mexico","35","039","Cardiovascular diseases",-41.74
"Roosevelt County"," New Mexico","35","041","Cardiovascular diseases",-33.38
"San Juan County"," New Mexico","35","045","Cardiovascular diseases",-39
"San Miguel County"," New Mexico","35","047","Cardiovascular diseases",-36.25
"Sandoval County"," New Mexico","35","043","Cardiovascular diseases",-42.78
"Santa Fe County"," New Mexico","35","049","Cardiovascular diseases",-46.38
"Sierra County"," New Mexico","35","051","Cardiovascular diseases",-30.91
"Socorro County"," New Mexico","35","053","Cardiovascular diseases",-35.83
"Taos County"," New Mexico","35","055","Cardiovascular diseases",-52.3
"Torrance County"," New Mexico","35","057","Cardiovascular diseases",-32.28
"Union County"," New Mexico","35","059","Cardiovascular diseases",-43.87
"Valencia County"," New Mexico","35","061","Cardiovascular diseases",-38.93
"Albany County"," New York","36","001","Cardiovascular diseases",-51.95
"Allegany County"," New York","36","003","Cardiovascular diseases",-43.96
"Bronx County"," New York","36","005","Cardiovascular diseases",-57.14
"Broome County"," New York","36","007","Cardiovascular diseases",-48.33
"Cattaraugus County"," New York","36","009","Cardiovascular diseases",-39.14
"Cayuga County"," New York","36","011","Cardiovascular diseases",-50.64
"Chautauqua County"," New York","36","013","Cardiovascular diseases",-47.08
"Chemung County"," New York","36","015","Cardiovascular diseases",-48.37
"Chenango County"," New York","36","017","Cardiovascular diseases",-32.4
"Clinton County"," New York","36","019","Cardiovascular diseases",-51.91
"Columbia County"," New York","36","021","Cardiovascular diseases",-46.64
"Cortland County"," New York","36","023","Cardiovascular diseases",-52.2
"Delaware County"," New York","36","025","Cardiovascular diseases",-50.26
"Dutchess County"," New York","36","027","Cardiovascular diseases",-52.39
"Erie County"," New York","36","029","Cardiovascular diseases",-54.14
"Essex County"," New York","36","031","Cardiovascular diseases",-55.62
"Franklin County"," New York","36","033","Cardiovascular diseases",-56.17
"Fulton County"," New York","36","035","Cardiovascular diseases",-43.43
"Genesee County"," New York","36","037","Cardiovascular diseases",-48.15
"Greene County"," New York","36","039","Cardiovascular diseases",-49.86
"Hamilton County"," New York","36","041","Cardiovascular diseases",-55.72
"Herkimer County"," New York","36","043","Cardiovascular diseases",-48.7
"Jefferson County"," New York","36","045","Cardiovascular diseases",-56.05
"Kings County"," New York","36","047","Cardiovascular diseases",-58.5
"Lewis County"," New York","36","049","Cardiovascular diseases",-57.9
"Livingston County"," New York","36","051","Cardiovascular diseases",-55.32
"Madison County"," New York","36","053","Cardiovascular diseases",-55.32
"Monroe County"," New York","36","055","Cardiovascular diseases",-47.9
"Montgomery County"," New York","36","057","Cardiovascular diseases",-36.46
"Nassau County"," New York","36","059","Cardiovascular diseases",-55.56
"New York County"," New York","36","061","Cardiovascular diseases",-65.62
"Niagara County"," New York","36","063","Cardiovascular diseases",-44.25
"Oneida County"," New York","36","065","Cardiovascular diseases",-48.11
"Onondaga County"," New York","36","067","Cardiovascular diseases",-53.73
"Ontario County"," New York","36","069","Cardiovascular diseases",-47.01
"Orange County"," New York","36","071","Cardiovascular diseases",-56.6
"Orleans County"," New York","36","073","Cardiovascular diseases",-44.16
"Oswego County"," New York","36","075","Cardiovascular diseases",-52.39
"Otsego County"," New York","36","077","Cardiovascular diseases",-50.04
"Putnam County"," New York","36","079","Cardiovascular diseases",-54.88
"Queens County"," New York","36","081","Cardiovascular diseases",-54.36
"Rensselaer County"," New York","36","083","Cardiovascular diseases",-49.24
"Richmond County"," New York","36","085","Cardiovascular diseases",-51.52
"Rockland County"," New York","36","087","Cardiovascular diseases",-57.04
"Saint Lawrence County"," New York","36","089","Cardiovascular diseases",-49.24
"Saratoga County"," New York","36","091","Cardiovascular diseases",-59.31
"Schenectady County"," New York","36","093","Cardiovascular diseases",-48.34
"Schoharie County"," New York","36","095","Cardiovascular diseases",-58.5
"Schuyler County"," New York","36","097","Cardiovascular diseases",-47.17
"Seneca County"," New York","36","099","Cardiovascular diseases",-45.85
"Steuben County"," New York","36","101","Cardiovascular diseases",-46.31
"Suffolk County"," New York","36","103","Cardiovascular diseases",-52.95
"Sullivan County"," New York","36","105","Cardiovascular diseases",-53.33
"Tioga County"," New York","36","107","Cardiovascular diseases",-56.84
"Tompkins County"," New York","36","109","Cardiovascular diseases",-55.04
"Ulster County"," New York","36","111","Cardiovascular diseases",-56.41
"Warren County"," New York","36","113","Cardiovascular diseases",-56.7
"Washington County"," New York","36","115","Cardiovascular diseases",-58.45
"Wayne County"," New York","36","117","Cardiovascular diseases",-51.27
"Westchester County"," New York","36","119","Cardiovascular diseases",-55.03
"Wyoming County"," New York","36","121","Cardiovascular diseases",-47.8
"Yates County"," New York","36","123","Cardiovascular diseases",-47.82
"Alamance County"," North Carolina","37","001","Cardiovascular diseases",-48.92
"Alexander County"," North Carolina","37","003","Cardiovascular diseases",-52.08
"Alleghany County"," North Carolina","37","005","Cardiovascular diseases",-44.34
"Anson County"," North Carolina","37","007","Cardiovascular diseases",-40.09
"Ashe County"," North Carolina","37","009","Cardiovascular diseases",-46.41
"Avery County"," North Carolina","37","011","Cardiovascular diseases",-45.59
"Beaufort County"," North Carolina","37","013","Cardiovascular diseases",-49.45
"Bertie County"," North Carolina","37","015","Cardiovascular diseases",-52.59
"Bladen County"," North Carolina","37","017","Cardiovascular diseases",-46.33
"Brunswick County"," North Carolina","37","019","Cardiovascular diseases",-56.8
"Buncombe County"," North Carolina","37","021","Cardiovascular diseases",-51.08
"Burke County"," North Carolina","37","023","Cardiovascular diseases",-40.92
"Cabarrus County"," North Carolina","37","025","Cardiovascular diseases",-54.05
"Caldwell County"," North Carolina","37","027","Cardiovascular diseases",-38.45
"Camden County"," North Carolina","37","029","Cardiovascular diseases",-57.56
"Carteret County"," North Carolina","37","031","Cardiovascular diseases",-50.84
"Caswell County"," North Carolina","37","033","Cardiovascular diseases",-46.06
"Catawba County"," North Carolina","37","035","Cardiovascular diseases",-48.88
"Chatham County"," North Carolina","37","037","Cardiovascular diseases",-63.22
"Cherokee County"," North Carolina","37","039","Cardiovascular diseases",-30.77
"Chowan County"," North Carolina","37","041","Cardiovascular diseases",-47.48
