"County","State","FIPS","GEO_ID","Category","Percent_Change_Mortality_Rate_1980_2014"
"Ripley County"," Missouri",29181,"0500000US029181","Cardiovascular diseases",-28.35
"Saint Charles County"," Missouri",29183,"0500000US029183","Cardiovascular diseases",-55.27
"Saint Clair County"," Missouri",29185,"0500000US029185","Cardiovascular diseases",-31.83
"Saint Francois County"," Missouri",29187,"0500000US029187","Cardiovascular diseases",-35.43
"Saint Louis City"," Missouri",29510,"0500000US029510","Cardiovascular diseases",-46.55
"Saint Louis County"," Missouri",29189,"0500000US029189","Cardiovascular diseases",-45.67
"Sainte Genevieve County"," Missouri",29186,"0500000US029186","Cardiovascular diseases",-35.12
"Saline County"," Missouri",29195,"0500000US029195","Cardiovascular diseases",-34.89
"Schuyler County"," Missouri",29197,"0500000US029197","Cardiovascular diseases",-49.54
"Scotland County"," Missouri",29199,"0500000US029199","Cardiovascular diseases",-47.95
"Scott County"," Missouri",29201,"0500000US029201","Cardiovascular diseases",-42.59
"Shannon County"," Missouri",29203,"0500000US029203","Cardiovascular diseases",-36.1
"Shelby County"," Missouri",29205,"0500000US029205","Cardiovascular diseases",-25.15
"Stoddard County"," Missouri",29207,"0500000US029207","Cardiovascular diseases",-46.73
"Stone County"," Missouri",29209,"0500000US029209","Cardiovascular diseases",-35.71
"Sullivan County"," Missouri",29211,"0500000US029211","Cardiovascular diseases",-40.08
"Taney County"," Missouri",29213,"0500000US029213","Cardiovascular diseases",-35.67
"Texas County"," Missouri",29215,"0500000US029215","Cardiovascular diseases",-38.91
"Vernon County"," Missouri",29217,"0500000US029217","Cardiovascular diseases",-26.88
"Warren County"," Missouri",29219,"0500000US029219","Cardiovascular diseases",-48.14
"Washington County"," Missouri",29221,"0500000US029221","Cardiovascular diseases",-19.34
"Wayne County"," Missouri",29223,"0500000US029223","Cardiovascular diseases",-39.15
"Webster County"," Missouri",29225,"0500000US029225","Cardiovascular diseases",-38.95
"Worth County"," Missouri",29227,"0500000US029227","Cardiovascular diseases",-41.91
"Wright County"," Missouri",29229,"0500000US029229","Cardiovascular diseases",-26.94
"Beaverhead County"," Montana",30001,"0500000US030001","Cardiovascular diseases",-56.61
"Big Horn County"," Montana",30003,"0500000US030003","Cardiovascular diseases",-42.1
"Blaine County"," Montana",30005,"0500000US030005","Cardiovascular diseases",-43.96
"Broadwater County"," Montana",30007,"0500000US030007","Cardiovascular diseases",-50.04
"Carbon County"," Montana",30009,"0500000US030009","Cardiovascular diseases",-54.86
"Carter County"," Montana",30011,"0500000US030011","Cardiovascular diseases",-47.35
"Cascade County"," Montana",30013,"0500000US030013","Cardiovascular diseases",-50.96
"Chouteau County"," Montana",30015,"0500000US030015","Cardiovascular diseases",-46.4
"Custer County"," Montana",30017,"0500000US030017","Cardiovascular diseases",-48.3
"Daniels County"," Montana",30019,"0500000US030019","Cardiovascular diseases",-53.33
"Dawson County"," Montana",30021,"0500000US030021","Cardiovascular diseases",-42.15
"Deer Lodge County"," Montana",30023,"0500000US030023","Cardiovascular diseases",-53.91
"Fallon County"," Montana",30025,"0500000US030025","Cardiovascular diseases",-48.61
"Fergus County"," Montana",30027,"0500000US030027","Cardiovascular diseases",-45.16
"Flathead County"," Montana",30029,"0500000US030029","Cardiovascular diseases",-41.1
"Gallatin County"," Montana",30031,"0500000US030031","Cardiovascular diseases",-49.32
"Garfield County"," Montana",30033,"0500000US030033","Cardiovascular diseases",-51.17
"Glacier County"," Montana",30035,"0500000US030035","Cardiovascular diseases",-34.62
"Golden Valley County"," Montana",30037,"0500000US030037","Cardiovascular diseases",-50.94
"Granite County"," Montana",30039,"0500000US030039","Cardiovascular diseases",-57.29
"Hill County"," Montana",30041,"0500000US030041","Cardiovascular diseases",-32.27
"Jefferson County"," Montana",30043,"0500000US030043","Cardiovascular diseases",-51.82
"Judith Basin County"," Montana",30045,"0500000US030045","Cardiovascular diseases",-49.63
"Lake County"," Montana",30047,"0500000US030047","Cardiovascular diseases",-48.05
"Lewis and Clark County"," Montana",30049,"0500000US030049","Cardiovascular diseases",-48.41
"Liberty County"," Montana",30051,"0500000US030051","Cardiovascular diseases",-57.65
"Lincoln County"," Montana",30053,"0500000US030053","Cardiovascular diseases",-42.2
"Madison County"," Montana",30057,"0500000US030057","Cardiovascular diseases",-55.06
"McCone County"," Montana",30055,"0500000US030055","Cardiovascular diseases",-44.4
"Meagher County"," Montana",30059,"0500000US030059","Cardiovascular diseases",-48.5
"Mineral County"," Montana",30061,"0500000US030061","Cardiovascular diseases",-47.52
"Missoula County"," Montana",30063,"0500000US030063","Cardiovascular diseases",-42.4
"Musselshell County"," Montana",30065,"0500000US030065","Cardiovascular diseases",-31.83
"Park County"," Montana",30067,"0500000US030067","Cardiovascular diseases",-56.91
"Petroleum County"," Montana",30069,"0500000US030069","Cardiovascular diseases",-55.84
"Phillips County"," Montana",30071,"0500000US030071","Cardiovascular diseases",-52.55
"Pondera County"," Montana",30073,"0500000US030073","Cardiovascular diseases",-48.17
"Powder River County"," Montana",30075,"0500000US030075","Cardiovascular diseases",-45.2
"Powell County"," Montana",30077,"0500000US030077","Cardiovascular diseases",-48.19
"Prairie County"," Montana",30079,"0500000US030079","Cardiovascular diseases",-44.97
"Ravalli County"," Montana",30081,"0500000US030081","Cardiovascular diseases",-51.19
"Richland County"," Montana",30083,"0500000US030083","Cardiovascular diseases",-38.47
"Roosevelt County"," Montana",30085,"0500000US030085","Cardiovascular diseases",-29.1
"Rosebud County"," Montana",30087,"0500000US030087","Cardiovascular diseases",-43.73
"Sanders County"," Montana",30089,"0500000US030089","Cardiovascular diseases",-42.11
"Sheridan County"," Montana",30091,"0500000US030091","Cardiovascular diseases",-31.66
"Silver Bow County"," Montana",30093,"0500000US030093","Cardiovascular diseases",-45.07
"Stillwater County"," Montana",30095,"0500000US030095","Cardiovascular diseases",-47.2
"Sweet Grass County"," Montana",30097,"0500000US030097","Cardiovascular diseases",-51.68
"Teton County"," Montana",30099,"0500000US030099","Cardiovascular diseases",-44.52
"Toole County"," Montana",30101,"0500000US030101","Cardiovascular diseases",-37.9
"Treasure County"," Montana",30103,"0500000US030103","Cardiovascular diseases",-42.55
"Valley County"," Montana",30105,"0500000US030105","Cardiovascular diseases",-46.65
"Wheatland County"," Montana",30107,"0500000US030107","Cardiovascular diseases",-44.44
"Wibaux County"," Montana",30109,"0500000US030109","Cardiovascular diseases",-48.89
"Yellowstone County"," Montana",30111,"0500000US030111","Cardiovascular diseases",-38.21
"Adams County"," Nebraska",31001,"0500000US031001","Cardiovascular diseases",-41.45
"Antelope County"," Nebraska",31003,"0500000US031003","Cardiovascular diseases",-50.39
"Arthur County"," Nebraska",31005,"0500000US031005","Cardiovascular diseases",-61.13
"Banner County"," Nebraska",31007,"0500000US031007","Cardiovascular diseases",-51.06
"Blaine County"," Nebraska",31009,"0500000US031009","Cardiovascular diseases",-52.55
"Boone County"," Nebraska",31011,"0500000US031011","Cardiovascular diseases",-55.64
"Box Butte County"," Nebraska",31013,"0500000US031013","Cardiovascular diseases",-37.9
"Boyd County"," Nebraska",31015,"0500000US031015","Cardiovascular diseases",-40.66
"Brown County"," Nebraska",31017,"0500000US031017","Cardiovascular diseases",-54.48
"Buffalo County"," Nebraska",31019,"0500000US031019","Cardiovascular diseases",-48.98
"Burt County"," Nebraska",31021,"0500000US031021","Cardiovascular diseases",-50.47
"Butler County"," Nebraska",31023,"0500000US031023","Cardiovascular diseases",-44.63
"Cass County"," Nebraska",31025,"0500000US031025","Cardiovascular diseases",-53.59
"Cedar County"," Nebraska",31027,"0500000US031027","Cardiovascular diseases",-52.64
"Chase County"," Nebraska",31029,"0500000US031029","Cardiovascular diseases",-43.63
"Cherry County"," Nebraska",31031,"0500000US031031","Cardiovascular diseases",-51.19
"Cheyenne County"," Nebraska",31033,"0500000US031033","Cardiovascular diseases",-49.69
"Clay County"," Nebraska",31035,"0500000US031035","Cardiovascular diseases",-44.67
"Colfax County"," Nebraska",31037,"0500000US031037","Cardiovascular diseases",-49.72
"Cuming County"," Nebraska",31039,"0500000US031039","Cardiovascular diseases",-43.52
"Custer County"," Nebraska",31041,"0500000US031041","Cardiovascular diseases",-41.19
"Dakota County"," Nebraska",31043,"0500000US031043","Cardiovascular diseases",-50.28
"Dawes County"," Nebraska",31045,"0500000US031045","Cardiovascular diseases",-46.04
"Dawson County"," Nebraska",31047,"0500000US031047","Cardiovascular diseases",-50.18
"Deuel County"," Nebraska",31049,"0500000US031049","Cardiovascular diseases",-50.71
"Dixon County"," Nebraska",31051,"0500000US031051","Cardiovascular diseases",-44.05
"Dodge County"," Nebraska",31053,"0500000US031053","Cardiovascular diseases",-51.55
"Douglas County"," Nebraska",31055,"0500000US031055","Cardiovascular diseases",-54.03
"Dundy County"," Nebraska",31057,"0500000US031057","Cardiovascular diseases",-46.82
"Fillmore County"," Nebraska",31059,"0500000US031059","Cardiovascular diseases",-44.99
"Franklin County"," Nebraska",31061,"0500000US031061","Cardiovascular diseases",-40.24
"Frontier County"," Nebraska",31063,"0500000US031063","Cardiovascular diseases",-57.13
"Furnas County"," Nebraska",31065,"0500000US031065","Cardiovascular diseases",-42.82
"Gage County"," Nebraska",31067,"0500000US031067","Cardiovascular diseases",-50.58
"Garden County"," Nebraska",31069,"0500000US031069","Cardiovascular diseases",-47.06
"Garfield County"," Nebraska",31071,"0500000US031071","Cardiovascular diseases",-47.66
"Gosper County"," Nebraska",31073,"0500000US031073","Cardiovascular diseases",-54.05
"Grant County"," Nebraska",31075,"0500000US031075","Cardiovascular diseases",-56.58
"Greeley County"," Nebraska",31077,"0500000US031077","Cardiovascular diseases",-57.63
"Hall County"," Nebraska",31079,"0500000US031079","Cardiovascular diseases",-55.91
"Hamilton County"," Nebraska",31081,"0500000US031081","Cardiovascular diseases",-52.67
"Harlan County"," Nebraska",31083,"0500000US031083","Cardiovascular diseases",-38.45
"Hayes County"," Nebraska",31085,"0500000US031085","Cardiovascular diseases",-56.64
"Hitchcock County"," Nebraska",31087,"0500000US031087","Cardiovascular diseases",-47.01
"Holt County"," Nebraska",31089,"0500000US031089","Cardiovascular diseases",-47.67
"Hooker County"," Nebraska",31091,"0500000US031091","Cardiovascular diseases",-46.1
"Howard County"," Nebraska",31093,"0500000US031093","Cardiovascular diseases",-53.13
"Jefferson County"," Nebraska",31095,"0500000US031095","Cardiovascular diseases",-36.57
"Johnson County"," Nebraska",31097,"0500000US031097","Cardiovascular diseases",-45.77
"Kearney County"," Nebraska",31099,"0500000US031099","Cardiovascular diseases",-40.91
"Keith County"," Nebraska",31101,"0500000US031101","Cardiovascular diseases",-52.37
"Keya Paha County"," Nebraska",31103,"0500000US031103","Cardiovascular diseases",-52.67
"Kimball County"," Nebraska",31105,"0500000US031105","Cardiovascular diseases",-44.7
"Knox County"," Nebraska",31107,"0500000US031107","Cardiovascular diseases",-42.25
"Lancaster County"," Nebraska",31109,"0500000US031109","Cardiovascular diseases",-52.02
"Lincoln County"," Nebraska",31111,"0500000US031111","Cardiovascular diseases",-52.12
"Logan County"," Nebraska",31113,"0500000US031113","Cardiovascular diseases",-50.38
"Loup County"," Nebraska",31115,"0500000US031115","Cardiovascular diseases",-53.01
"Madison County"," Nebraska",31119,"0500000US031119","Cardiovascular diseases",-46.45
"McPherson County"," Nebraska",31117,"0500000US031117","Cardiovascular diseases",-59.73
"Merrick County"," Nebraska",31121,"0500000US031121","Cardiovascular diseases",-48.5
"Morrill County"," Nebraska",31123,"0500000US031123","Cardiovascular diseases",-43.87
"Nance County"," Nebraska",31125,"0500000US031125","Cardiovascular diseases",-55.6
"Nemaha County"," Nebraska",31127,"0500000US031127","Cardiovascular diseases",-52.59
"Nuckolls County"," Nebraska",31129,"0500000US031129","Cardiovascular diseases",-44.05
"Otoe County"," Nebraska",31131,"0500000US031131","Cardiovascular diseases",-49.05
"Pawnee County"," Nebraska",31133,"0500000US031133","Cardiovascular diseases",-43.47
"Perkins County"," Nebraska",31135,"0500000US031135","Cardiovascular diseases",-46.39
"Phelps County"," Nebraska",31137,"0500000US031137","Cardiovascular diseases",-47.91
"Pierce County"," Nebraska",31139,"0500000US031139","Cardiovascular diseases",-44.7
"Platte County"," Nebraska",31141,"0500000US031141","Cardiovascular diseases",-52.12
"Polk County"," Nebraska",31143,"0500000US031143","Cardiovascular diseases",-40.62
"Red Willow County"," Nebraska",31145,"0500000US031145","Cardiovascular diseases",-52.38
"Richardson County"," Nebraska",31147,"0500000US031147","Cardiovascular diseases",-45.14
"Rock County"," Nebraska",31149,"0500000US031149","Cardiovascular diseases",-43.32
"Saline County"," Nebraska",31151,"0500000US031151","Cardiovascular diseases",-40.15
"Sarpy County"," Nebraska",31153,"0500000US031153","Cardiovascular diseases",-59.08
"Saunders County"," Nebraska",31155,"0500000US031155","Cardiovascular diseases",-54.75
"Scotts Bluff County"," Nebraska",31157,"0500000US031157","Cardiovascular diseases",-34.19
"Seward County"," Nebraska",31159,"0500000US031159","Cardiovascular diseases",-43.61
"Sheridan County"," Nebraska",31161,"0500000US031161","Cardiovascular diseases",-41.44
"Sherman County"," Nebraska",31163,"0500000US031163","Cardiovascular diseases",-55.01
"Sioux County"," Nebraska",31165,"0500000US031165","Cardiovascular diseases",-57.31
"Stanton County"," Nebraska",31167,"0500000US031167","Cardiovascular diseases",-58.04
"Thayer County"," Nebraska",31169,"0500000US031169","Cardiovascular diseases",-39.63
"Thomas County"," Nebraska",31171,"0500000US031171","Cardiovascular diseases",-47.72
"Thurston County"," Nebraska",31173,"0500000US031173","Cardiovascular diseases",-45.24
"Valley County"," Nebraska",31175,"0500000US031175","Cardiovascular diseases",-48.33
"Washington County"," Nebraska",31177,"0500000US031177","Cardiovascular diseases",-56.85
"Wayne County"," Nebraska",31179,"0500000US031179","Cardiovascular diseases",-54.74
"Webster County"," Nebraska",31181,"0500000US031181","Cardiovascular diseases",-41.27
"Wheeler County"," Nebraska",31183,"0500000US031183","Cardiovascular diseases",-52.63
"York County"," Nebraska",31185,"0500000US031185","Cardiovascular diseases",-46.21
"Carson City"," Nevada",32510,"0500000US032510","Cardiovascular diseases",-35.34
"Churchill County"," Nevada",32001,"0500000US032001","Cardiovascular diseases",-40.64
"Clark County"," Nevada",32003,"0500000US032003","Cardiovascular diseases",-52.72
"Douglas County"," Nevada",32005,"0500000US032005","Cardiovascular diseases",-49.68
"Elko County"," Nevada",32007,"0500000US032007","Cardiovascular diseases",-49.57
"Esmeralda County"," Nevada",32009,"0500000US032009","Cardiovascular diseases",-29.2
"Eureka County"," Nevada",32011,"0500000US032011","Cardiovascular diseases",-43.24
"Humboldt County"," Nevada",32013,"0500000US032013","Cardiovascular diseases",-46.91
"Lander County"," Nevada",32015,"0500000US032015","Cardiovascular diseases",-44.81
"Lincoln County"," Nevada",32017,"0500000US032017","Cardiovascular diseases",-41.88
"Lyon County"," Nevada",32019,"0500000US032019","Cardiovascular diseases",-41.24
"Mineral County"," Nevada",32021,"0500000US032021","Cardiovascular diseases",-29.74
"Nye County"," Nevada",32023,"0500000US032023","Cardiovascular diseases",-19.85
"Pershing County"," Nevada",32027,"0500000US032027","Cardiovascular diseases",-46.53
"Storey County"," Nevada",32029,"0500000US032029","Cardiovascular diseases",-57.85
"Washoe County"," Nevada",32031,"0500000US032031","Cardiovascular diseases",-39.34
"White Pine County"," Nevada",32033,"0500000US032033","Cardiovascular diseases",-46.75
"Belknap County"," New Hampshire",33001,"0500000US033001","Cardiovascular diseases",-52.14
"Carroll County"," New Hampshire",33003,"0500000US033003","Cardiovascular diseases",-59.98
"Cheshire County"," New Hampshire",33005,"0500000US033005","Cardiovascular diseases",-50.3
"Coos County"," New Hampshire",33007,"0500000US033007","Cardiovascular diseases",-41.78
"Grafton County"," New Hampshire",33009,"0500000US033009","Cardiovascular diseases",-49.43
"Hillsborough County"," New Hampshire",33011,"0500000US033011","Cardiovascular diseases",-55.15
"Merrimack County"," New Hampshire",33013,"0500000US033013","Cardiovascular diseases",-48.67
"Rockingham County"," New Hampshire",33015,"0500000US033015","Cardiovascular diseases",-53.43
"Strafford County"," New Hampshire",33017,"0500000US033017","Cardiovascular diseases",-55.31
"Sullivan County"," New Hampshire",33019,"0500000US033019","Cardiovascular diseases",-45.54
"Atlantic County"," New Jersey",34001,"0500000US034001","Cardiovascular diseases",-54.08
"Bergen County"," New Jersey",34003,"0500000US034003","Cardiovascular diseases",-59.37
"Burlington County"," New Jersey",34005,"0500000US034005","Cardiovascular diseases",-53.96
"Camden County"," New Jersey",34007,"0500000US034007","Cardiovascular diseases",-54.07
"Cape May County"," New Jersey",34009,"0500000US034009","Cardiovascular diseases",-50.83
"Cumberland County"," New Jersey",34011,"0500000US034011","Cardiovascular diseases",-45.46
"Essex County"," New Jersey",34013,"0500000US034013","Cardiovascular diseases",-53.6
"Gloucester County"," New Jersey",34015,"0500000US034015","Cardiovascular diseases",-52.73
"Hudson County"," New Jersey",34017,"0500000US034017","Cardiovascular diseases",-61.95
"Hunterdon County"," New Jersey",34019,"0500000US034019","Cardiovascular diseases",-60.93
"Mercer County"," New Jersey",34021,"0500000US034021","Cardiovascular diseases",-55.88
"Middlesex County"," New Jersey",34023,"0500000US034023","Cardiovascular diseases",-58.14
"Monmouth County"," New Jersey",34025,"0500000US034025","Cardiovascular diseases",-53.58
"Morris County"," New Jersey",34027,"0500000US034027","Cardiovascular diseases",-52.65
"Ocean County"," New Jersey",34029,"0500000US034029","Cardiovascular diseases",-44.39
"Passaic County"," New Jersey",34031,"0500000US034031","Cardiovascular diseases",-53.68
"Salem County"," New Jersey",34033,"0500000US034033","Cardiovascular diseases",-45.62
"Somerset County"," New Jersey",34035,"0500000US034035","Cardiovascular diseases",-56.74
"Sussex County"," New Jersey",34037,"0500000US034037","Cardiovascular diseases",-50.7
"Union County"," New Jersey",34039,"0500000US034039","Cardiovascular diseases",-53.17
"Warren County"," New Jersey",34041,"0500000US034041","Cardiovascular diseases",-55.19
"Bernalillo County"," New Mexico",35001,"0500000US035001","Cardiovascular diseases",-39.86
"Catron County"," New Mexico",35003,"0500000US035003","Cardiovascular diseases",-44.75
"Chaves County"," New Mexico",35005,"0500000US035005","Cardiovascular diseases",-31.82
"Cibola County"," New Mexico",35006,"0500000US035006","Cardiovascular diseases",-38.93
"Colfax County"," New Mexico",35007,"0500000US035007","Cardiovascular diseases",-33.99
"Curry County"," New Mexico",35009,"0500000US035009","Cardiovascular diseases",-33.63
"De Baca County"," New Mexico",35011,"0500000US035011","Cardiovascular diseases",-40.45
"Dona Ana County"," New Mexico",35013,"0500000US035013","Cardiovascular diseases",-45.8
"Eddy County"," New Mexico",35015,"0500000US035015","Cardiovascular diseases",-27.51
"Grant County"," New Mexico",35017,"0500000US035017","Cardiovascular diseases",-37.92
"Guadalupe County"," New Mexico",35019,"0500000US035019","Cardiovascular diseases",-43.93
"Harding County"," New Mexico",35021,"0500000US035021","Cardiovascular diseases",-52.27
"Hidalgo County"," New Mexico",35023,"0500000US035023","Cardiovascular diseases",-38.85
"Lea County"," New Mexico",35025,"0500000US035025","Cardiovascular diseases",-32.9
"Lincoln County"," New Mexico",35027,"0500000US035027","Cardiovascular diseases",-50.9
"Los Alamos County"," New Mexico",35028,"0500000US035028","Cardiovascular diseases",-47.21
"Luna County"," New Mexico",35029,"0500000US035029","Cardiovascular diseases",-32.81
"McKinley County"," New Mexico",35031,"0500000US035031","Cardiovascular diseases",-40.78
"Mora County"," New Mexico",35033,"0500000US035033","Cardiovascular diseases",-43.29
"Otero County"," New Mexico",35035,"0500000US035035","Cardiovascular diseases",-43.73
"Quay County"," New Mexico",35037,"0500000US035037","Cardiovascular diseases",-40.79
"Rio Arriba County"," New Mexico",35039,"0500000US035039","Cardiovascular diseases",-41.74
"Roosevelt County"," New Mexico",35041,"0500000US035041","Cardiovascular diseases",-33.38
"San Juan County"," New Mexico",35045,"0500000US035045","Cardiovascular diseases",-39
"San Miguel County"," New Mexico",35047,"0500000US035047","Cardiovascular diseases",-36.25
"Sandoval County"," New Mexico",35043,"0500000US035043","Cardiovascular diseases",-42.78
"Santa Fe County"," New Mexico",35049,"0500000US035049","Cardiovascular diseases",-46.38
"Sierra County"," New Mexico",35051,"0500000US035051","Cardiovascular diseases",-30.91
"Socorro County"," New Mexico",35053,"0500000US035053","Cardiovascular diseases",-35.83
"Taos County"," New Mexico",35055,"0500000US035055","Cardiovascular diseases",-52.3
"Torrance County"," New Mexico",35057,"0500000US035057","Cardiovascular diseases",-32.28
"Union County"," New Mexico",35059,"0500000US035059","Cardiovascular diseases",-43.87
"Valencia County"," New Mexico",35061,"0500000US035061","Cardiovascular diseases",-38.93
"Albany County"," New York",36001,"0500000US036001","Cardiovascular diseases",-51.95
"Allegany County"," New York",36003,"0500000US036003","Cardiovascular diseases",-43.96
"Bronx County"," New York",36005,"0500000US036005","Cardiovascular diseases",-57.14
"Broome County"," New York",36007,"0500000US036007","Cardiovascular diseases",-48.33
"Cattaraugus County"," New York",36009,"0500000US036009","Cardiovascular diseases",-39.14
"Cayuga County"," New York",36011,"0500000US036011","Cardiovascular diseases",-50.64
"Chautauqua County"," New York",36013,"0500000US036013","Cardiovascular diseases",-47.08
"Chemung County"," New York",36015,"0500000US036015","Cardiovascular diseases",-48.37
"Chenango County"," New York",36017,"0500000US036017","Cardiovascular diseases",-32.4
"Clinton County"," New York",36019,"0500000US036019","Cardiovascular diseases",-51.91
"Columbia County"," New York",36021,"0500000US036021","Cardiovascular diseases",-46.64
"Cortland County"," New York",36023,"0500000US036023","Cardiovascular diseases",-52.2
"Delaware County"," New York",36025,"0500000US036025","Cardiovascular diseases",-50.26
"Dutchess County"," New York",36027,"0500000US036027","Cardiovascular diseases",-52.39
"Erie County"," New York",36029,"0500000US036029","Cardiovascular diseases",-54.14
"Essex County"," New York",36031,"0500000US036031","Cardiovascular diseases",-55.62
"Franklin County"," New York",36033,"0500000US036033","Cardiovascular diseases",-56.17
"Fulton County"," New York",36035,"0500000US036035","Cardiovascular diseases",-43.43
"Genesee County"," New York",36037,"0500000US036037","Cardiovascular diseases",-48.15
"Greene County"," New York",36039,"0500000US036039","Cardiovascular diseases",-49.86
"Hamilton County"," New York",36041,"0500000US036041","Cardiovascular diseases",-55.72
"Herkimer County"," New York",36043,"0500000US036043","Cardiovascular diseases",-48.7
"Jefferson County"," New York",36045,"0500000US036045","Cardiovascular diseases",-56.05
"Kings County"," New York",36047,"0500000US036047","Cardiovascular diseases",-58.5
"Lewis County"," New York",36049,"0500000US036049","Cardiovascular diseases",-57.9
"Livingston County"," New York",36051,"0500000US036051","Cardiovascular diseases",-55.32
"Madison County"," New York",36053,"0500000US036053","Cardiovascular diseases",-55.32
"Monroe County"," New York",36055,"0500000US036055","Cardiovascular diseases",-47.9
"Montgomery County"," New York",36057,"0500000US036057","Cardiovascular diseases",-36.46
"Nassau County"," New York",36059,"0500000US036059","Cardiovascular diseases",-55.56
"New York County"," New York",36061,"0500000US036061","Cardiovascular diseases",-65.62
"Niagara County"," New York",36063,"0500000US036063","Cardiovascular diseases",-44.25
"Oneida County"," New York",36065,"0500000US036065","Cardiovascular diseases",-48.11
"Onondaga County"," New York",36067,"0500000US036067","Cardiovascular diseases",-53.73
"Ontario County"," New York",36069,"0500000US036069","Cardiovascular diseases",-47.01
"Orange County"," New York",36071,"0500000US036071","Cardiovascular diseases",-56.6
"Orleans County"," New York",36073,"0500000US036073","Cardiovascular diseases",-44.16
"Oswego County"," New York",36075,"0500000US036075","Cardiovascular diseases",-52.39
"Otsego County"," New York",36077,"0500000US036077","Cardiovascular diseases",-50.04
"Putnam County"," New York",36079,"0500000US036079","Cardiovascular diseases",-54.88
"Queens County"," New York",36081,"0500000US036081","Cardiovascular diseases",-54.36
"Rensselaer County"," New York",36083,"0500000US036083","Cardiovascular diseases",-49.24
"Richmond County"," New York",36085,"0500000US036085","Cardiovascular diseases",-51.52
"Rockland County"," New York",36087,"0500000US036087","Cardiovascular diseases",-57.04
"Saint Lawrence County"," New York",36089,"0500000US036089","Cardiovascular diseases",-49.24
"Saratoga County"," New York",36091,"0500000US036091","Cardiovascular diseases",-59.31
"Schenectady County"," New York",36093,"0500000US036093","Cardiovascular diseases",-48.34
"Schoharie County"," New York",36095,"0500000US036095","Cardiovascular diseases",-58.5
"Schuyler County"," New York",36097,"0500000US036097","Cardiovascular diseases",-47.17
"Seneca County"," New York",36099,"0500000US036099","Cardiovascular diseases",-45.85
"Steuben County"," New York",36101,"0500000US036101","Cardiovascular diseases",-46.31
"Suffolk County"," New York",36103,"0500000US036103","Cardiovascular diseases",-52.95
"Sullivan County"," New York",36105,"0500000US036105","Cardiovascular diseases",-53.33
"Tioga County"," New York",36107,"0500000US036107","Cardiovascular diseases",-56.84
"Tompkins County"," New York",36109,"0500000US036109","Cardiovascular diseases",-55.04
"Ulster County"," New York",36111,"0500000US036111","Cardiovascular diseases",-56.41
"Warren County"," New York",36113,"0500000US036113","Cardiovascular diseases",-56.7
"Washington County"," New York",36115,"0500000US036115","Cardiovascular diseases",-58.45
"Wayne County"," New York",36117,"0500000US036117","Cardiovascular diseases",-51.27
"Westchester County"," New York",36119,"0500000US036119","Cardiovascular diseases",-55.03
"Wyoming County"," New York",36121,"0500000US036121","Cardiovascular diseases",-47.8
"Yates County"," New York",36123,"0500000US036123","Cardiovascular diseases",-47.82
"Alamance County"," North Carolina",37001,"0500000US037001","Cardiovascular diseases",-48.92
"Alexander County"," North Carolina",37003,"0500000US037003","Cardiovascular diseases",-52.08
"Alleghany County"," North Carolina",37005,"0500000US037005","Cardiovascular diseases",-44.34
"Anson County"," North Carolina",37007,"0500000US037007","Cardiovascular diseases",-40.09
"Ashe County"," North Carolina",37009,"0500000US037009","Cardiovascular diseases",-46.41
"Avery County"," North Carolina",37011,"0500000US037011","Cardiovascular diseases",-45.59
"Beaufort County"," North Carolina",37013,"0500000US037013","Cardiovascular diseases",-49.45
"Bertie County"," North Carolina",37015,"0500000US037015","Cardiovascular diseases",-52.59
"Bladen County"," North Carolina",37017,"0500000US037017","Cardiovascular diseases",-46.33
"Brunswick County"," North Carolina",37019,"0500000US037019","Cardiovascular diseases",-56.8
"Buncombe County"," North Carolina",37021,"0500000US037021","Cardiovascular diseases",-51.08
"Burke County"," North Carolina",37023,"0500000US037023","Cardiovascular diseases",-40.92
"Cabarrus County"," North Carolina",37025,"0500000US037025","Cardiovascular diseases",-54.05
"Caldwell County"," North Carolina",37027,"0500000US037027","Cardiovascular diseases",-38.45
"Camden County"," North Carolina",37029,"0500000US037029","Cardiovascular diseases",-57.56
"Carteret County"," North Carolina",37031,"0500000US037031","Cardiovascular diseases",-50.84
"Caswell County"," North Carolina",37033,"0500000US037033","Cardiovascular diseases",-46.06
"Catawba County"," North Carolina",37035,"0500000US037035","Cardiovascular diseases",-48.88
"Chatham County"," North Carolina",37037,"0500000US037037","Cardiovascular diseases",-63.22
"Cherokee County"," North Carolina",37039,"0500000US037039","Cardiovascular diseases",-30.77
"Chowan County"," North Carolina",37041,"0500000US037041","Cardiovascular diseases",-47.48
"Clay County"," North Carolina",37043,"0500000US037043","Cardiovascular diseases",-43.96
"Cleveland County"," North Carolina",37045,"0500000US037045","Cardiovascular diseases",-40.46
"Columbus County"," North Carolina",37047,"0500000US037047","Cardiovascular diseases",-40.57
"Craven County"," North Carolina",37049,"0500000US037049","Cardiovascular diseases",-51.01
"Cumberland County"," North Carolina",37051,"0500000US037051","Cardiovascular diseases",-52.87
"Currituck County"," North Carolina",37053,"0500000US037053","Cardiovascular diseases",-53.46
"Dare County"," North Carolina",37055,"0500000US037055","Cardiovascular diseases",-53.42
"Davidson County"," North Carolina",37057,"0500000US037057","Cardiovascular diseases",-40.47
"Davie County"," North Carolina",37059,"0500000US037059","Cardiovascular diseases",-51.83
